ano;idade;genero;inde_22;inde_23;inde_24;iaa;ieg;ips;ida;ipv;ian;ipp;fase_ideal;defasagem;risco
2022;14;1;6.06;;;7.9;6.6;7.5;4.8;5.21;5.0;;4;-1;1
2022;14;0;6.43;;;8.3;6.8;7.5;5.2;5.96;5.0;;4;-1;1
2022;14;1;4.73;;;5.4;4.5;7.5;2.5;4.71;5.0;;4;-1;1
2022;13;1;6.93;;;7.9;7.4;6.9;5.0;6.17;10.0;;3;0;0
2022;14;0;6.15;;;9.2;5.2;7.5;6.5;5.08;5.0;;4;-1;1
2022;15;0;6.4;;;7.9;7.5;7.5;4.5;6.0;5.0;;5;-2;1
2022;16;0;5.65;;;7.9;5.6;5.0;5.2;6.22;2.5;;6;-3;1
2022;13;0;7.34;;;9.6;8.1;7.5;5.2;6.17;10.0;;3;0;0
2022;14;0;5.8;;;7.5;7.0;5.0;4.1;5.89;5.0;;4;-1;1
2022;13;0;6.1;;;5.4;5.4;5.0;5.3;6.0;10.0;;3;0;0
2022;13;0;5.67;;;6.7;5.1;7.5;3.0;5.06;10.0;;3;0;0
2022;14;0;7.89;;;10.0;10.0;6.9;6.1;8.39;5.0;;4;-1;1
2022;13;1;7.04;;;8.8;5.6;7.5;6.8;5.94;10.0;;3;0;0
2022;14;0;6.53;;;8.3;6.9;6.9;5.8;6.11;5.0;;4;-1;1
2022;13;1;7.45;;;9.2;7.7;7.5;5.2;7.5;10.0;;3;0;0
2022;14;0;7.9;;;8.8;10.0;6.9;6.4;8.67;5.0;;4;-1;1
2022;12;0;7.79;;;9.2;9.1;5.6;5.2;8.28;10.0;;3;0;0
2022;13;0;6.86;;;7.1;8.1;5.0;4.7;6.78;10.0;;3;0;0
2022;13;1;6.86;;;9.2;7.3;7.5;3.4;6.61;10.0;;3;0;0
2022;10;0;8.27;;;10.0;9.3;6.9;6.8;8.61;10.0;;2;0;0
2022;10;1;7.62;;;9.5;6.8;7.5;6.0;8.44;10.0;;2;0;0
2022;12;0;8.22;;;10.0;9.7;5.0;9.0;8.94;5.0;;3;-1;1
2022;11;1;6.99;;;8.5;8.8;7.5;2.8;7.33;10.0;;2;0;0
2022;12;1;6.82;;;10.0;7.0;7.5;5.3;7.5;5.0;;3;-1;1
2022;11;1;6.31;;;7.4;6.9;4.4;5.0;5.78;10.0;;2;0;0
2022;14;0;6.45;;;9.5;8.8;7.5;2.5;7.06;5.0;;4;-2;1
2022;12;0;6.64;;;9.0;8.7;7.5;3.7;6.94;5.0;;3;-1;1
2022;13;1;7.88;;;9.5;9.0;8.1;7.5;8.5;5.0;;3;-1;1
2022;14;1;5.25;;;8.0;5.8;3.8;2.9;6.72;5.0;;4;-2;1
2022;11;0;7.96;;;6.9;9.2;4.4;8.0;8.72;10.0;;2;0;0
2022;10;1;7.9;;;9.5;9.4;7.5;7.4;6.83;10.0;;2;0;0
2022;13;1;6.79;;;9.5;8.5;4.4;5.1;7.89;5.0;;3;-1;1
2022;11;1;7.91;;;10.0;9.3;7.5;5.8;7.61;10.0;;2;0;0
2022;12;1;6.84;;;8.5;7.3;7.5;5.8;7.61;5.0;;3;-1;1
2022;11;0;8.49;;;6.9;9.9;7.5;8.1;8.89;10.0;;2;0;0
2022;11;1;7.72;;;9.0;8.2;7.5;6.5;7.67;10.0;;2;0;0
2022;12;1;6.85;;;8.0;7.7;7.5;5.8;7.5;5.0;;3;-1;1
2022;14;0;6.94;;;9.0;6.7;7.5;6.6;7.5;5.0;;4;-2;1
2022;14;1;6.9;;;9.5;7.4;7.5;5.9;7.17;5.0;;4;-2;1
2022;11;1;7.26;;;8.5;8.3;7.5;4.5;7.5;10.0;;2;0;0
2022;13;1;5.75;;;9.5;5.4;5.6;3.6;6.67;5.0;;3;-1;1
2022;10;1;8.14;;;10.0;9.1;7.5;7.0;7.89;10.0;;2;0;0
2022;12;0;7.91;;;9.0;10.0;5.6;8.5;8.0;5.0;;3;-1;1
2022;12;1;5.86;;;9.0;8.7;7.5;1.8;5.83;5.0;;3;-1;1
2022;12;1;5.66;;;9.5;7.7;7.5;3.7;3.94;5.0;;3;-1;1
2022;11;0;8.21;;;10.0;8.8;7.5;6.5;8.61;10.0;;2;0;0
2022;14;1;6.62;;;9.0;7.2;7.5;4.0;8.11;5.0;;4;-2;1
2022;11;1;7.83;;;9.0;8.1;5.6;7.0;8.39;10.0;;2;0;0
2022;11;0;8.26;;;7.0;10.0;7.5;7.5;8.44;10.0;;2;0;0
2022;13;0;5.86;;;8.5;4.3;7.5;4.5;7.33;5.0;;3;-1;1
2022;12;0;5.38;;;5.8;5.0;7.5;4.5;6.06;5.0;;3;-1;1
2022;12;1;6.69;;;10.0;8.4;5.0;4.6;8.28;5.0;;3;-1;1
2022;12;1;7.84;;;8.0;9.6;7.5;8.5;7.78;5.0;;3;-1;1
2022;13;1;5.41;;;7.5;6.5;7.5;0.0;7.56;5.0;;3;-1;1
2022;12;0;6.61;;;9.0;7.0;7.5;4.6;7.5;5.0;;3;-1;1
2022;12;0;7.08;;;9.5;8.5;7.5;5.2;7.5;5.0;;3;-1;1
2022;13;0;6.73;;;7.9;9.2;6.3;5.0;6.78;5.0;;3;-1;1
2022;12;0;7.41;;;8.5;7.9;7.5;7.9;7.5;5.0;;3;-1;1
2022;12;1;6.64;;;10.0;10.0;6.9;2.0;7.06;5.0;;3;-1;1
2022;11;1;8.75;;;9.5;10.0;7.5;8.8;8.17;10.0;;2;0;0
2022;10;0;8.06;;;8.0;10.0;5.0;7.8;7.83;10.0;;2;0;0
2022;12;1;7.18;;;9.5;9.4;7.5;5.5;6.83;5.0;;3;-1;1
2022;12;0;6.95;;;8.5;7.4;6.3;6.7;7.5;5.0;;3;-1;1
2022;13;1;6.97;;;8.0;7.9;5.0;7.3;7.5;5.0;;3;-1;1
2022;11;1;6.97;;;9.0;6.9;7.5;4.8;6.89;10.0;;2;0;0
2022;12;0;7.07;;;8.5;8.2;5.0;7.2;7.61;5.0;;3;-1;1
2022;10;0;8.11;;;9.5;8.0;6.9;8.4;7.67;10.0;;2;0;0
2022;10;1;7.3;;;8.5;5.5;6.9;7.8;7.39;10.0;;2;0;0
2022;11;1;7.5;;;6.4;9.5;5.0;7.3;6.94;10.0;;2;0;0
2022;12;0;7.75;;;9.0;9.8;7.5;6.9;7.94;5.0;;3;-1;1
2022;11;1;7.83;;;9.0;9.5;7.5;5.4;7.67;10.0;;2;0;0
2022;12;0;6.96;;;9.0;9.0;7.5;4.3;7.5;5.0;;3;-1;1
2022;12;0;6.74;;;9.0;7.7;5.6;6.2;6.83;5.0;;3;-1;1
2022;12;1;7.2;;;9.0;6.8;5.6;8.1;7.89;5.0;;3;-1;1
2022;13;0;6.72;;;8.5;8.1;7.5;5.0;6.78;5.0;;3;-1;1
2022;13;1;4.56;;;7.9;4.4;5.0;2.5;4.83;5.0;;3;-1;1
2022;13;1;6.45;;;9.0;8.3;6.9;3.3;6.94;5.0;;3;-1;1
2022;14;1;6.78;;;9.0;7.7;6.3;5.4;7.33;5.0;;4;-2;1
2022;11;1;8.4;;;9.0;9.6;7.5;8.1;7.78;10.0;;2;0;0
2022;12;0;7.56;;;9.0;8.4;6.3;8.1;8.0;5.0;;3;-1;1
2022;12;0;6.08;;;7.4;7.5;5.0;4.9;6.5;5.0;;3;-1;1
2022;13;1;6.1;;;10.0;5.9;5.6;4.0;7.22;5.0;;3;-1;1
2022;13;1;6.32;;;7.0;8.2;7.5;3.7;6.83;5.0;;3;-1;1
2022;14;0;6.65;;;7.9;8.5;5.6;4.5;7.72;5.0;;4;-2;1
2022;11;1;7.18;;;8.0;8.9;7.5;3.5;7.56;10.0;;2;0;0
2022;12;0;6.78;;;7.4;8.8;6.3;4.7;7.72;5.0;;3;-1;1
2022;12;0;7.12;;;10.0;8.1;7.5;5.1;8.06;5.0;;3;-1;1
2022;14;1;6.42;;;9.5;8.8;5.6;4.8;6.78;5.0;;4;-2;1
2022;16;0;5.52;;;10.0;5.4;5.0;4.6;6.78;2.5;;6;-4;1
2022;11;0;7.9;;;9.5;8.6;7.5;5.9;8.44;10.0;;2;0;0
2022;11;0;7.68;;;9.0;8.9;7.5;4.9;8.33;10.0;;2;0;0
2022;12;1;6.56;;;9.0;8.0;6.3;5.6;6.56;5.0;;3;-1;1
2022;14;0;5.85;;;9.0;5.7;6.9;2.8;7.17;5.0;;4;-2;1
2022;10;0;7.74;;;9.0;9.3;7.5;5.5;7.5;10.0;;2;0;0
2022;12;0;6.58;;;6.8;9.3;5.6;4.3;7.5;5.0;;3;-1;1
2022;14;1;6.04;;;9.0;8.5;5.0;1.7;7.44;5.0;;4;-2;1
2022;12;0;6.64;;;6.9;9.6;7.5;4.3;6.72;5.0;;3;-1;1
2022;12;0;5.26;;;9.0;3.7;5.0;3.0;7.22;5.0;;3;-1;1
2022;12;1;7.46;;;9.5;9.3;7.5;6.3;7.5;5.0;;3;-1;1
2022;12;0;6.66;;;9.0;7.3;7.5;5.3;6.94;5.0;;3;-1;1
2022;13;1;5.66;;;9.5;6.2;5.0;3.3;6.0;5.0;;3;-1;1
2022;13;0;7.5;;;9.5;9.5;7.5;6.6;7.33;5.0;;3;-1;1
2022;13;1;7.2;;;8.5;9.3;7.5;6.0;7.06;5.0;;3;-1;1
2022;12;0;6.72;;;8.0;9.7;7.5;3.3;7.33;5.0;;3;-1;1
2022;11;0;8.15;;;7.9;9.7;7.5;7.8;7.5;10.0;;2;0;0
2022;14;1;5.68;;;7.4;6.5;6.3;2.0;7.44;5.0;;4;-2;1
2022;12;0;7.23;;;6.4;8.6;7.5;7.1;7.83;5.0;;3;-1;1
2022;12;0;7.56;;;8.5;9.0;7.5;7.3;7.78;5.0;;3;-1;1
2022;12;0;6.41;;;6.4;8.7;5.6;4.7;7.06;5.0;;3;-1;1
2022;12;0;7.28;;;8.0;9.3;7.5;5.9;7.67;5.0;;3;-1;1
2022;11;0;7.7;;;8.0;8.3;7.5;6.2;8.06;10.0;;2;0;0
2022;12;1;7.91;;;9.5;9.3;8.8;7.2;8.22;5.0;;3;-1;1
2022;13;0;8.43;;;10.0;10.0;7.5;8.0;9.56;5.0;;3;-1;1
2022;10;0;8.18;;;8.0;9.4;7.5;7.5;8.22;10.0;;2;0;0
2022;12;0;7.36;;;7.5;9.2;5.6;6.9;8.39;5.0;;3;-1;1
2022;11;0;7.46;;;9.5;9.0;5.6;4.5;8.0;10.0;;2;0;0
2022;11;1;8.72;;;8.5;9.3;7.5;8.8;9.11;10.0;;2;0;0
2022;12;1;6.75;;;8.5;10.0;7.5;2.5;7.5;5.0;;3;-1;1
2022;12;0;6.65;;;8.4;9.6;7.5;2.3;7.67;5.0;;3;-1;1
2022;12;0;7.94;;;9.0;10.0;7.5;7.5;8.22;5.0;;3;-1;1
2022;12;1;8.12;;;9.0;10.0;7.5;9.0;7.5;5.0;;3;-1;1
2022;14;0;6.35;;;9.0;6.5;7.5;4.6;7.11;5.0;;4;-2;1
2022;13;1;6.24;;;8.0;8.5;7.5;2.5;6.78;5.0;;3;-1;1
2022;13;1;7.68;;;6.8;8.7;7.5;9.5;7.11;5.0;;3;-1;1
2022;13;1;5.81;;;10.0;5.3;7.5;2.7;6.61;5.0;;3;-1;1
2022;13;1;7.58;;;9.5;8.6;7.5;8.5;6.61;5.0;;3;-1;1
2022;11;1;7.18;;;9.0;8.1;7.5;4.5;6.78;10.0;;2;0;0
2022;14;0;6.34;;;10.0;6.8;5.0;5.1;6.61;5.0;;4;-2;1
2022;12;1;5.56;;;8.5;7.3;5.0;2.6;5.78;5.0;;3;-1;1
2022;11;1;7.4;;;9.0;8.1;7.5;5.7;6.78;10.0;;2;0;0
2022;10;0;6.6;;;7.9;6.2;7.5;4.7;6.44;10.0;;2;0;0
2022;11;1;6.69;;;9.5;8.1;7.5;2.0;6.61;10.0;;2;0;0
2022;13;1;6.88;;;8.5;8.3;7.5;5.8;6.61;5.0;;3;-1;1
2022;10;1;7.76;;;8.0;8.7;7.5;7.3;6.89;10.0;;2;0;0
2022;12;1;5.52;;;9.0;4.9;7.5;2.3;6.5;5.0;;3;-1;1
2022;11;1;7.33;;;9.5;9.0;6.9;5.5;5.83;10.0;;2;0;0
2022;11;0;8.19;;;9.0;7.9;7.5;8.0;8.33;10.0;;2;0;0
2022;11;0;8.23;;;10.0;8.2;7.5;7.5;8.22;10.0;;2;0;0
2022;13;0;7.48;;;9.0;9.1;7.5;5.6;8.5;5.0;;3;-1;1
2022;11;1;6.66;;;9.0;7.2;5.0;3.1;7.78;10.0;;2;0;0
2022;12;1;6.92;;;9.0;9.4;7.5;3.8;7.5;5.0;;3;-1;1
2022;13;0;7.37;;;9.5;8.9;5.0;6.9;7.89;5.0;;3;-1;1
2022;10;0;5.61;;;0.0;7.0;7.5;3.5;5.56;10.0;;2;0;0
2022;11;0;7.97;;;9.0;9.7;7.5;5.5;8.11;10.0;;2;0;0
2022;12;0;6.14;;;0.0;6.0;7.5;7.0;8.11;5.0;;3;-1;1
2022;13;1;7.84;;;10.0;9.1;7.5;7.5;8.11;5.0;;3;-1;1
2022;13;0;6.43;;;9.0;6.0;6.3;6.1;6.89;5.0;;3;-1;1
2022;13;0;6.29;;;9.0;5.6;7.5;4.8;7.17;5.0;;3;-1;1
2022;13;0;7.84;;;9.0;8.7;7.5;8.8;7.78;5.0;;3;-1;1
2022;14;1;5.56;;;9.5;8.6;5.0;2.3;5.44;5.0;;4;-2;1
2022;12;0;6.88;;;7.0;7.9;7.5;6.3;7.28;5.0;;3;-1;1
2022;12;0;7.19;;;6.4;8.2;6.3;7.3;8.39;5.0;;3;-1;1
2022;12;0;7.68;;;8.0;8.8;7.5;8.5;7.67;5.0;;3;-1;1
2022;13;1;6.51;;;8.0;7.7;7.5;5.6;5.83;5.0;;3;-1;1
2022;12;1;7.28;;;7.0;9.1;8.1;7.3;7.22;5.0;;3;-1;1
2022;12;1;5.71;;;6.8;8.1;7.5;3.3;5.06;5.0;;3;-1;1
2022;12;0;5.45;;;0.0;6.7;7.5;3.8;7.22;5.0;;3;-1;1
2022;14;1;6.63;;;10.0;8.5;7.5;3.6;6.78;5.0;;4;-2;1
2022;12;0;6.41;;;10.0;7.8;7.5;2.5;7.39;5.0;;3;-1;1
2022;13;0;6.74;;;7.5;8.0;7.5;4.8;7.72;5.0;;3;-1;1
2022;11;1;8.01;;;8.0;7.9;7.5;7.8;8.44;10.0;;2;0;0
2022;13;1;6.83;;;8.5;9.7;7.5;3.3;7.56;5.0;;3;-1;1
2022;13;0;6.38;;;5.8;8.4;5.0;5.5;7.11;5.0;;3;-1;1
2022;13;1;6.31;;;9.5;6.7;7.5;4.1;6.72;5.0;;3;-1;1
2022;11;0;7.62;;;9.0;9.6;5.0;5.7;7.83;10.0;;2;0;0
2022;13;0;7.38;;;8.0;9.7;7.5;6.3;7.5;5.0;;3;-1;1
2022;13;0;6.54;;;3.5;8.5;5.0;6.3;8.06;5.0;;3;-1;1
2022;12;0;5.93;;;9.0;7.0;7.5;2.0;7.06;5.0;;3;-1;1
2022;12;1;5.92;;;8.0;6.1;7.5;4.3;5.89;5.0;;3;-1;1
2022;13;1;6.45;;;9.5;9.1;7.5;3.0;6.0;5.0;;3;-1;1
2022;12;0;7.2;;;8.5;9.2;7.5;5.8;7.67;5.0;;3;-1;1
2022;12;0;6.93;;;9.0;9.3;4.4;5.5;7.56;5.0;;3;-1;1
2022;13;1;3.63;;;0.0;5.0;5.6;0.7;4.5;5.0;;3;-1;1
2022;12;0;6.71;;;8.5;9.1;5.6;4.9;7.06;5.0;;3;-1;1
2022;10;1;8.46;;;8.0;9.2;7.5;9.8;9.5;5.0;;2;-1;1
2022;10;0;7.5;;;9.0;8.8;7.5;6.3;8.44;5.0;;2;-1;1
2022;9;1;7.21;;;9.0;8.0;7.5;5.2;6.89;10.0;;1;0;0
2022;11;1;6.87;;;10.0;7.9;7.5;5.5;6.83;5.0;;2;-1;1
2022;11;0;5.26;;;9.0;4.8;5.0;2.4;6.83;5.0;;2;-1;1
2022;11;1;6.71;;;9.5;8.7;5.0;6.5;6.39;5.0;;2;-1;1
2022;10;1;4.74;;;9.5;4.0;7.5;1.2;5.44;5.0;;2;-1;1
2022;10;0;7.62;;;10.0;9.9;7.5;7.3;7.22;5.0;;2;-1;1
2022;10;0;8.42;;;7.5;9.7;7.5;9.6;9.33;5.0;;2;-1;1
2022;10;0;7.41;;;8.5;8.8;7.5;7.3;7.72;5.0;;2;-1;1
2022;9;0;5.85;;;9.0;7.2;7.5;0.0;6.5;10.0;;1;0;0
2022;10;0;7.58;;;7.9;8.2;7.5;7.7;8.72;5.0;;2;-1;1
2022;11;1;7.46;;;7.5;9.7;7.5;7.0;7.72;5.0;;2;-1;1
2022;11;0;7.68;;;10.0;8.8;7.5;7.1;8.28;5.0;;2;-1;1
2022;9;0;8.31;;;10.0;9.4;7.5;7.2;8.28;10.0;;1;0;0
2022;11;0;6.41;;;6.4;8.3;5.0;5.8;6.94;5.0;;2;-1;1
2022;11;1;7.86;;;9.0;8.9;7.5;8.4;8.06;5.0;;2;-1;1
2022;11;1;6.68;;;8.5;6.8;7.5;5.7;7.56;5.0;;2;-1;1
2022;13;0;6.32;;;6.9;9.2;5.0;5.1;5.83;5.0;;3;-2;1
2022;11;0;7.7;;;8.5;8.8;7.5;8.8;7.56;5.0;;2;-1;1
2022;10;1;7.83;;;8.5;10.0;7.5;8.2;7.44;5.0;;2;-1;1
2022;10;0;8.23;;;9.0;10.0;7.5;9.5;7.89;5.0;;2;-1;1
2022;9;1;7.79;;;8.5;8.8;7.5;6.8;7.33;10.0;;1;0;0
2022;8;0;8.29;;;9.5;9.7;7.5;7.4;7.78;10.0;;0;1;0
2022;10;1;7.95;;;8.5;10.0;7.5;8.8;7.5;5.0;;2;-1;1
2022;9;0;8.07;;;8.5;8.9;7.5;8.0;7.56;10.0;;1;0;0
2022;11;0;7.59;;;9.5;8.0;7.5;8.4;7.56;5.0;;2;-1;1
2022;12;1;7.13;;;9.5;7.3;7.5;7.2;7.28;5.0;;3;-2;1
2022;11;0;7.65;;;8.5;10.0;7.5;7.4;7.22;5.0;;2;-1;1
2022;10;1;6.58;;;8.0;7.4;7.5;4.5;7.56;5.0;;2;-1;1
2022;12;0;7.81;;;9.0;8.2;7.5;9.2;7.83;5.0;;3;-2;1
2022;12;1;7.34;;;8.0;9.3;7.5;7.1;7.06;5.0;;3;-2;1
2022;10;0;7.09;;;8.0;10.0;7.5;5.3;7.06;5.0;;2;-1;1
2022;10;0;7.36;;;9.0;9.3;7.5;6.2;7.72;5.0;;2;-1;1
2022;9;1;8.23;;;9.0;9.6;5.6;8.3;7.78;10.0;;1;0;0
2022;9;0;7.04;;;8.0;9.7;7.5;4.8;5.89;10.0;;1;0;0
2022;12;1;6.58;;;8.0;6.3;7.5;5.8;7.56;5.0;;3;-2;1
2022;9;1;8.9;;;10.0;9.7;7.5;9.9;8.06;10.0;;1;0;0
2022;12;0;7.6;;;6.9;9.5;7.5;7.7;7.83;5.0;;3;-2;1
2022;10;1;7.66;;;9.0;9.4;7.5;7.5;7.5;5.0;;2;-1;1
2022;9;1;8.0;;;7.4;9.6;7.5;7.5;7.33;10.0;;1;0;0
2022;11;0;7.04;;;10.0;6.8;7.5;6.8;7.28;5.0;;2;-1;1
2022;9;1;7.72;;;9.0;10.0;5.0;6.0;7.5;10.0;;1;0;0
2022;9;1;8.31;;;9.5;9.1;7.5;7.5;8.17;10.0;;1;0;0
2022;11;0;7.59;;;10.0;9.5;7.5;6.5;7.56;5.0;;2;-1;1
2022;11;1;6.95;;;0.0;9.4;5.0;9.1;8.06;5.0;;2;-1;1
2022;11;0;8.01;;;9.0;9.3;7.5;8.6;8.17;5.0;;2;-1;1
2022;12;1;8.08;;;10.0;9.9;7.5;8.0;8.17;5.0;;3;-2;1
2022;9;0;8.02;;;8.5;10.0;7.5;6.5;7.5;10.0;;1;0;0
2022;11;1;5.34;;;0.0;6.2;7.5;4.0;6.94;5.0;;2;-1;1
2022;12;1;6.51;;;8.5;8.9;5.0;5.2;6.56;5.0;;3;-2;1
2022;10;1;8.34;;;10.0;9.0;7.5;8.9;9.06;5.0;;2;-1;1
2022;10;1;8.06;;;9.5;9.8;7.5;7.8;8.17;5.0;;2;-1;1
2022;9;0;7.79;;;9.5;9.7;7.5;5.5;7.17;10.0;;1;0;0
2022;10;1;6.96;;;8.5;8.8;5.6;6.0;7.33;5.0;;2;-1;1
2022;12;0;7.13;;;9.0;7.4;7.5;7.1;7.33;5.0;;3;-2;1
2022;10;0;6.95;;;9.0;9.2;7.5;5.1;6.92;5.0;;2;-1;1
2022;10;0;7.11;;;9.5;8.9;5.6;6.0;7.75;5.0;;2;-1;1
2022;10;1;6.64;;;9.5;9.0;4.4;4.8;7.17;5.0;;2;-1;1
2022;13;1;6.31;;;8.5;7.5;5.6;6.8;5.58;5.0;;3;-2;1
2022;11;0;7.66;;;8.5;9.3;6.9;7.5;8.42;5.0;;2;-1;1
2022;10;0;7.3;;;8.5;9.5;5.6;7.0;7.5;5.0;;2;-1;1
2022;14;1;5.43;;;10.0;7.8;6.9;2.5;5.0;2.5;;4;-3;1
2022;11;0;7.22;;;8.0;9.8;6.3;6.5;7.42;5.0;;2;-1;1
2022;10;0;7.05;;;8.5;9.8;4.4;6.5;7.17;5.0;;2;-1;1
2022;10;1;6.31;;;9.5;9.7;5.6;3.3;6.0;5.0;;2;-1;1
2022;13;1;6.72;;;9.5;6.6;7.5;5.5;7.5;5.0;;3;-2;1
2022;11;0;6.77;;;9.0;7.9;5.0;5.6;7.92;5.0;;2;-1;1
2022;11;0;7.74;;;9.5;9.7;5.0;7.6;8.83;5.0;;2;-1;1
2022;12;1;7.29;;;8.0;9.1;6.9;7.2;7.58;5.0;;3;-2;1
2022;10;1;6.3;;;10.0;7.9;6.9;4.2;6.17;5.0;;2;-1;1
2022;12;0;6.03;;;9.0;9.0;6.9;1.9;6.25;5.0;;3;-2;1
2022;12;0;6.85;;;8.5;7.3;6.9;6.6;7.33;5.0;;3;-2;1
2022;11;1;6.62;;;9.5;8.8;5.0;5.5;7.17;5.0;;2;-1;1
2022;11;0;6.39;;;9.5;6.9;6.9;3.3;8.17;5.0;;2;-1;1
2022;12;1;5.59;;;7.9;6.0;6.9;4.0;5.75;5.0;;3;-2;1
2022;12;1;5.95;;;9.5;8.1;5.0;4.4;5.17;5.0;;3;-2;1
2022;11;0;7.18;;;9.0;8.8;5.0;6.4;8.25;5.0;;2;-1;1
2022;10;1;8.33;;;10.0;8.4;7.5;9.4;9.33;5.0;;2;-1;1
2022;14;1;5.54;;;9.0;8.5;5.0;4.3;4.5;2.5;;4;-3;1
2022;11;1;7.63;;;9.5;9.2;7.5;7.1;8.08;5.0;;2;-1;1
2022;11;1;4.95;;;6.9;7.2;5.0;3.8;3.75;5.0;;2;-1;1
2022;11;1;7.86;;;9.0;9.0;7.5;7.4;8.83;5.0;;2;-1;1
2022;11;0;7.86;;;8.0;9.0;7.5;8.0;8.75;5.0;;2;-1;1
2022;11;0;8.22;;;10.0;9.2;7.5;8.5;8.83;5.0;;2;-1;1
2022;13;1;4.97;;;9.5;3.8;5.0;2.3;6.83;5.0;;3;-2;1
2022;13;1;5.23;;;9.0;4.1;7.5;2.9;5.92;5.0;;3;-2;1
2022;12;0;7.73;;;9.5;8.4;7.5;8.5;7.92;5.0;;3;-2;1
2022;11;1;6.28;;;9.5;6.0;7.5;4.8;6.83;5.0;;2;-1;1
2022;14;1;7.31;;;8.0;8.6;6.9;8.3;7.94;2.5;;4;-3;1
2022;12;0;7.07;;;9.5;8.7;5.0;6.8;7.33;5.0;;3;-2;1
2022;10;0;5.72;;;9.0;7.0;7.5;1.3;6.78;5.0;;2;-1;1
2022;11;0;6.59;;;8.5;8.8;7.5;3.7;6.94;5.0;;2;-1;1
2022;9;1;7.48;;;8.5;8.0;7.5;6.8;6.83;10.0;;1;0;0
2022;11;1;8.26;;;9.5;9.9;7.5;8.2;8.94;5.0;;2;-1;1
2022;10;1;6.86;;;9.5;7.2;5.0;7.5;6.94;5.0;;2;-1;1
2022;12;1;5.89;;;8.0;6.1;7.5;2.8;7.0;5.0;;3;-2;1
2022;10;0;7.59;;;9.5;9.1;7.5;7.8;7.11;5.0;;2;-1;1
2022;10;0;7.86;;;9.5;9.3;7.5;9.0;7.11;5.0;;2;-1;1
2022;10;1;8.81;;;9.5;10.0;8.8;9.5;9.61;5.0;;2;-1;1
2022;10;0;6.07;;;8.5;5.8;7.5;3.8;7.22;5.0;;2;-1;1
2022;10;0;7.52;;;8.0;9.6;7.5;7.6;7.17;5.0;;2;-1;1
2022;10;1;6.46;;;7.5;8.9;7.5;5.0;5.89;5.0;;2;-1;1
2022;10;0;7.06;;;10.0;9.0;7.5;4.9;7.22;5.0;;2;-1;1
2022;12;0;7.46;;;8.5;9.4;7.5;7.1;7.33;5.0;;3;-2;1
2022;10;0;6.71;;;8.0;8.5;7.5;4.6;7.33;5.0;;2;-1;1
2022;9;0;7.4;;;8.5;9.1;7.5;5.0;6.89;10.0;;1;0;0
2022;10;0;7.99;;;10.0;9.6;5.6;8.2;8.78;5.0;;2;-1;1
2022;10;1;6.63;;;9.5;9.3;7.5;3.8;6.17;5.0;;2;-1;1
2022;9;0;8.62;;;9.5;10.0;5.6;9.3;8.28;10.0;;1;0;0
2022;9;0;7.74;;;9.5;9.4;7.5;5.8;7.06;10.0;;1;0;0
2022;10;0;7.44;;;8.5;8.6;7.5;7.4;7.61;5.0;;2;-1;1
2022;11;1;7.51;;;9.5;9.3;7.5;7.1;7.39;5.0;;2;-1;1
2022;10;0;7.38;;;8.0;8.5;5.6;8.4;7.78;5.0;;2;-1;1
2022;10;0;6.25;;;7.5;7.4;7.5;4.6;6.28;5.0;;2;-1;1
2022;10;1;7.39;;;8.0;9.4;7.5;7.8;6.89;5.0;;2;-1;1
2022;12;1;5.18;;;8.5;5.5;7.5;1.0;6.0;5.0;;3;-2;1
2022;9;0;8.97;;;9.5;10.0;7.5;9.3;9.0;10.0;;1;0;0
2022;9;1;8.26;;;9.0;10.0;7.5;8.0;7.06;10.0;;1;0;0
2022;11;0;6.35;;;9.5;7.2;7.5;3.7;6.94;5.0;;2;-1;1
2022;10;1;8.2;;;9.5;9.2;7.5;9.1;8.56;5.0;;2;-1;1
2022;9;0;7.01;;;8.5;8.4;7.5;3.9;6.83;10.0;;1;0;0
2022;8;1;7.71;;;9.0;9.7;7.5;5.7;7.17;10.0;;0;1;0
2022;11;1;8.04;;;10.0;9.7;7.5;8.6;7.67;5.0;;2;-1;1
2022;11;0;7.78;;;9.0;9.5;7.5;7.5;8.0;5.0;;2;-1;1
2022;10;0;8.02;;;9.0;9.0;7.5;8.8;8.33;5.0;;2;-1;1
2022;12;0;7.28;;;6.9;9.3;6.9;7.1;7.56;5.0;;3;-2;1
2022;10;1;6.13;;;9.5;9.0;7.5;1.8;6.11;5.0;;2;-1;1
2022;10;1;6.44;;;6.8;8.1;7.5;4.0;7.44;5.0;;2;-1;1
2022;10;1;7.22;;;7.8;9.6;7.5;6.3;7.22;5.0;;2;-1;1
2022;11;1;6.79;;;8.5;7.6;7.5;6.0;7.06;5.0;;2;-1;1
2022;9;0;8.18;;;9.0;9.6;7.5;6.5;8.5;10.0;;1;0;0
2022;12;1;7.76;;;9.5;7.6;7.5;9.5;7.56;5.0;;3;-2;1
2022;10;0;7.59;;;9.0;9.2;7.5;7.9;7.17;5.0;;2;-1;1
2022;13;1;8.12;;;9.0;9.2;7.5;9.2;8.56;5.0;;3;-2;1
2022;12;1;8.34;;;9.5;9.7;7.5;9.6;8.28;5.0;;3;-2;1
2022;9;0;8.09;;;9.5;9.7;7.5;7.3;6.89;10.0;;1;0;0
